Question,Answer,Conversation#,Turn#,Context,Question Length
where is blue bloods filmed,Blue Bloods is filmed on location in New York City with occasional references to nearby suburbs.,8834,4,"['who is jamie reagan dating on blue bloods', ""Jamie Reagan and Eddie Janko have Had such a dramatic relationship on 'Blue Bloods'."", 'what is blue bloods about', 'Blue Bloods is an American police procedural drama television series that airs on CBS. I', 'who does blue bloods star', 'Blue Bloods stars Tom Selleck as New York City Police Commissioner Frank Reagan; other main cast members include Donnie Wahlberg, Bridget Moynahan, Will Estes, Len Cariou, and Sami Gayle.']",5
does the u.s. use bidets,Bidets are curiously absent in the United States.,9234,5,"['what is the second toilet in the bathroom for', 'The bidet is often a basin that is situated close to the toilet in the bathroom, and it is used to clean yourself after using the toilet.', 'what is a bidet used to clean', 'Bidets are primarily used to wash and clean the genitalia, perineum, inner buttocks, and anus.', 'where is use of a bidet common', 'Bidets are common in Europe, Asia, and South America.', 'what countries use bidets', 'Bidets are popular in Italy, Portugal, Japan, Argentina, and Venezuela.']",5
why are newspaper editorials unsiged,The reason editorials are not signed is that individual editorials are supposed to reflect the collective judgment of the entire editorial board. They are also supposed to be philosophically consistent.,9060,2,"['what is the purpose of an editorial in a newspaper', 'An editorial is a statement in a newspaper that expresses the opinion of the editors or owners on a subject of particular interest']",5
what was catharism,"Catharism was a Christian dualist or Gnostic revival movement that thrived in some areas of Southern Europe, between the 12th and 14th centuries.",9620,4,"['who said shoot them all and let god sort them out', 'Prior to the massacre of Béziers, it was reported that Arnaud Amalric, when asked how to distinguish Cathars from Catholics, responded, Kill them all! God will know his own.“', 'who was anraud amalric', 'Arnaud Amalric was a Roman Catholic Cistercian abbot who played a prominent role in the Albigensian Crusade.', 'what was the albigemsian crusade', 'The Albigensian Crusade or the Cathar Crusade was a 20-year military campaign initiated by Pope Innocent III to eliminate Catharism in Languedoc, in southern France.']",3
which apostle betrayed jesus,"Judas Iscariot was one of the original Twelve Disciples of Jesus Christ. According to all four canonical gospels, Judas betrayed Jesus to the Sanhedrin in the Garden of Gethsemane.",10500,3,"['where did the disciples sit at the last supper', 'At the last supper, Jesus was second from the left, John was to the right while Judas was to the left of Jesus, and Peter was across from John.', 'how many disciples were at the last supper', 'Only Jesus and His 12 disciples were at the last supper.']",4
Did José Rizal marry?,Rizal and Josephine lived as husband and wife in a common-law marriage in Talisay in Dapitan.,2792,1,[],5
who sings the song despacito,Despacito is a song by singer Luis Fonsi featuring Puerto Rican rapper Daddy Yankee,7474,2,"['what was the number one song on august 31st 2017', 'The number one song on August 31st, 2017 was Despacito']",5
how fast was hurricane michael,Hurricane Michael reached wind speeds of 160 mph.,8430,2,"['has florida ever had a category 5 hurricane', 'The strongest hurricane to hit Florida after 2000 was Michael, which made landfall in Florida as a Category 5 hurricane–the strongest since Andrew in 1992.']",5
What nationality is Iwan Rheon,"Iwan Rheon was born in Carmarthen, UK. He is a Welsh actor, singer and musician.",10750,3,"['Who played ramsey bolton in game of thrones', ""Iwan Rheon is known for his portrayals of Simon Bellamy in E4's Misfits and Ramsay Bolton in HBO's Game of Thrones."", 'How old is the actor Iwan Rheon', 'The actor Iwan Rheon was born on May 13, 1985, he is 34 years old.']",5
What is a Scale-A-Ton?,"Scale-a-Ton is the second solo album by Three 6 Mafia member DJ Paul. It was released May 5, 2009.",7025,2,"['What academy award did DJ Paul win?', ""In 2006, DJ Paul won an Academy Award for Best Original Song for It's Hard out Here for a Pimp from the film Hustle & Flow.""]",5
Is there a Quidditch association,The International Quidditch Association is the governing body for the sport of quidditch,7399,5,"['who wins the quidditch cup in book 5', 'In book 5, Gryffindor wins the match and the Quidditch Cup.', 'When is Quidditch introduced in the Harry Potter series', ""Quidditch is introduced in Harry Potter and the Philosopher's Stone"", 'Is Quidditch played in real life', 'A real life version of Quidditch has been created, in which the players use brooms, but run instead of flying.', 'Is there a US Quidditch championship', 'The US Quidditch Cup is held every year since 2007. It features collegiate and community clubs primarily from the United States.']",5
who manufactures blackberry devices,"BlackBerry devices are formally designed, manufactured, and marketed by TCL Communication, BB Merah Putih, and Optiemus Infracom",7556,4,"['when did the first blackberry phone come out', 'In 2002, the more commonly known convergent smartphone BlackBerry was released', 'who originally designed the blackberry', 'BlackBerry smartphones, tablets, and services were originally designed and marketed by Canadian company BlackBerry Limited, formerly known as RIM', 'where are the blackberry headquarters located', 'The global headquarters of BlackBerry are located Waterloo, Ontario, Canada']",4
is charmed still on netflix,Both the original Charmed and the reboot of Charmed remains only available on Netflix in the US.,9357,4,"['when does piper learn chris is her son', 'In the Charmed episode Chris-Crossed.', 'why did prue leaved the show charmed', 'The reason Prue was written out of Charmed was because Shannen Doherty decided to leave the show.', 'does prue come back on charmed', 'The last time we see Prue is in All Hell Breaks Loose. She does not appear in any episodes after this, much to the disappointment of many fans']",5
how old is ellie kemper,Ellie Kemper is 39 years old.,9747,4,"['who is the woman on the sonic commercial', 'Ellie Kemper and Jane Krakowski appear in Sonic’s newest commercial campaign.', 'what show are Ellie Kemper and Jane Krakowski from', 'Ellie Kemper and Jane Krakowski are Unbreakable Kimmy Schmidt costars', 'why did Ellie Kemper and Jane Krakowski  want to be on the sonic commercial', '“I love their food, and I’ve been a fan of their commercials for years,” Kemper, tells PEOPLE of why she wanted to get involved.']",5
who is Tom Hafey?,Tom Hafey was an Australian rules football Victorian Football League player and coach.,5702,1,[],5
Who is Chick Corea?,"Armando Anthony Chick Corea (born June 12, 1941) is an American jazz pianist/electric keyboardist and composer",1924,8,"['What has The Manhattan Transfer done since 2000?', ""The group signed to the Telarc label in 2003 to release Couldn't Be Hotter, a live performance capturing many of the songs from The Spirit of St. Louis."", 'Has The Manhattan Transfer won any awards since 2000?', 'No, last award was the Vocal Group Hall of Fame in 1998', 'What is The Manhattan Transfer most recent accomplishment?', 'They released an album in 2018', 'What did The Manhattan Transfer name the album that was released in 2018?', 'The Junction', 'What is the name of a song that was on The Junction album?', 'Cantaloop (Flip Out!)']",5
who owns the jacksonville jaguars,Shahid Khan is the current owner of the Jacksonville Jaguars.,8496,4,"['when is the last time jacksonville jaguars won the superbowl', 'The Jacksonville Jaguars have never played in a Super Bowl.', 'what is the logo of the team jacksonville jaguars', ""The Jaguars' logo is a snarling jaguar head with a teal tongue."", 'how much is the jacksonville jaguars worth', 'In 2015, Forbes estimated the Jacksonville Jaguars value at $1.48 billion.']",5
who discovered the thymus gland,The thymus was known to the ancient Greeks.,8996,3,"['where is the thymus gland in a cow', 'Cows have more than one thymus, in their neck and by their heart.', 'what is the purpose of the thymus gland', 'Within the thymus, T cells mature. T cells are critical to the adaptive immune system, where the body adapts specifically to foreign invaders.']",5
What is a quark?,A quark is a type of elementary particle and a fundamental constituent of matter.,10068,2,"['in the big bang which particles formed first', 'The quarks and leptons were amongst the first particles to appear in the big bang.']",5
how does the bet end,"In the end the lawyer climbed out the window and fled the property, forfeiting the bet.",8756,5,"['where does the story the bet take place', 'The story The Bet largely takes place on the property of the banker.', 'who was the author of the bet', 'The Bet is a short story by Anton Chekhov.', 'when was the bet published', 'The Bet is an 1889 short story by Anton Chekhov.', 'what is the main plot summary of the bet', 'The Bet is about a banker and a young lawyer who make a bet with each other about whether the death penalty is better or worse than life in prison.']",5
