Question,Answer,Conversation#,Turn#,Context,Question Length
why did the winter and summer olympics split,"In 1986 IOC officials, in response to concerns over the increasing cost and logistic complications of the Olympics, voted to alter the schedule.",7911,2,"['when did the winter and summer olympics split', 'The winter and summer Olympics split in 1992.']",8
Did Oingo Boingo do any music videos?,The music video for Weird Science features Oingo Boingo performing in an abstract laboratory.,32,5,"['Did Oingo Boingo release any albums?', 'Oingo Boing also released the albums Only a Lad, Nothing to Fear, and Good for Your Soul.', 'Did Oingo Boingo have any hit songs?', ""Oingo Boingo appeared on the movie Back to School in 1986, performing their hit single Dead Man's Party."", 'Where Oingo Boingo influenced by anyone?', 'As a rock band, Oingo Boingo started as a ska and punk-influenced new wave octet, achieving significant popularity in Southern California.', 'Did Oingo Boingo do any live performances?', 'Oingo Boingo continued to regularly perform live, most notably with annual Halloween concerts at Irvine Meadows and the Universal Amphitheatre.']",8
What did Thomas Aquinas do instead becoming an abbot?,"Thomas followed Albertus Magnus, declining Pope Innocent IV's offer to appoint him abbot of Monte Cassino as a Dominican. Albertus then appointed the reluctant Thomas magister studentium.",3016,4,"['When did Thomas Aquinas go to Paris?', 'In 1245 Thomas was sent to study at the Faculty of the Arts at the University of Paris, where he most likely met Dominican scholar Albertus Magnus', 'What did Thomas Aquinas study in Paris?', ""Then in 1252 he returned to Paris to study for the master's degree in theology."", 'Did Thomas Aquinas study under Magnus?', 'In 1245 Thomas was sent to study at the Faculty of the Arts at the University of Paris, where he most likely met Dominican scholar Albertus Magnus']",10
Who lost the most games in the NFL this year?,The Cincinnati Bengals lost the most regular season games with 14 losses during the 2019-2020 NFL season.,10152,2,"['who won the most games in the nfl this year', 'The Baltimore Ravens won the most regular season games with 14 wins during the 2019-2020 NFL season.']",11
what was the 1902 article titled men and women dropped like flies and flames about,"The 1902 article, “Men and Women Dropped Like Flies and Flames,” was about a terrible volcanic eruption that occurred in the town of St. Pierre on that year.",9621,4,"['where does the saying dropping like flies come from', 'Although the origin is unclear, the saying, dropping like flies, may come from either the short life-span of a fly, or the fragile life that they have.', 'when was the phrase dropping like flies first used', 'An early recording of the phrase, dropping like flies, is written in an article from The Atlanta Constitution newspaper, printed in 1902.', 'what was the atlanta constitution newspaper article printed in 1902 titled', 'The Atlanta Constitution newspaper article printed in 1902 was titled Men and Women Dropped Like Flies and Flames']",15
John Morrison Frequently collaborated in what other than WWE and Movies?,"Hennigan is also a frequent collaborator with comic book-based film producers Bat in the Sun Productions, appearing in two episodes of their well known Super Power Beat Down series",2770,6,"['John Morrison appeared on what show in 2009?', 'On April 15, John Morrison returned to the WWE SmackDown brand as part of the 2009 Supplemental Draft.', 'When was John Randall Hennigan born?', 'John Morrison was born October 3, 1979.', 'IN 2016 John Morrison appeared on ESPN to promote what?', 'In 2016, Hennigan, Rey Mysterio, and King Cuerno appeared on ESPN to promote the second season of Lucha Underground.', 'John Morrison is best known for tenure in what sport?', 'John Randall Hennigan (born October 3, 1979) is an American professional wrestler, actor, and traceur.', ""What was John Morrison's WWE name?"", 'John Randall Hennigan  is currently signed to WWE under the ring name John Morrison.']",12
do you need a visa for st lucia,A U.S. passport—valid within six months following your departure date—with at least one blank page for an entry stamp is required to visit St. Lucia.,7859,1,[],8
who was originally cast as the predator in the film predator,Jean Claude Van Damme was originally cast as the Predator,7490,2,"['who played the predator in the movie the predator', 'Kevin Peter Hall plays the Predator in the 1987 film, Predator']",11
Has Peter Cullen received any honors,"At BotCon 2010, Hasbro named Peter Cullen as one of the first four human inductees in the Transformers Hall of Fame for his role as the voice of Optimus Prime",7404,3,"['who did the voice of optimus prime in the cartoon', 'Peter Cullen is best known as the voice of Optimus Prime in the original 1980s Transformers animated series, and most other incarnations of the character.', 'Where is Peter Cullen from', 'Peter Cullen was born in Montreal, Quebec.']",6
how does a team qualify for the World Cup Finals?,"The World Cup qualification phase, which currently take place over the three years preceding the Finals, is used to determine which teams qualify for the Finals.",8031,4,"['when was the last time nigeria went to world cup?', 'Nigeria played agaist Russia in the 2018 World Cup', 'how many times have Nigeria went to the World Cup?', 'Nigeria have appeared in the finals of the FIFA World Cup on six occasions', 'when was the first time Nigeria went to the World cup?', 'In 1994 where they reached the second round.']",11
how did babylonians make weather forecasts,"In 650 BCE, the Babylonians predicted the weather from cloud patterns as well as astrology",8262,4,"['what are the six elements of weather and climate', 'The six main components or parts of weather are temperature, atmospheric pressure, wind, humidity, precipitation, and cloudiness.', 'do the six elements of weather help to forecast the weather', 'The six changing components, along with the knowledge of atmospheric processes, help meteorologists forecast what the weather will be in the near future.', 'when do weather forecasts run out', 'Today, the best weather forecasts run out to 10 days with real skill, leading meteorologists to wonder just how much further they can push useful forecasts']",6
Who were other players on the Bulls' team in 1990 besides Jordan?,Scottie Pippen and Horace Grant,1944,4,"[""What is the Pistons roadblock referring to in Michael Jordan's NBA career?"", 'Known as the period from 1987 to 1990 where the Bulls lost to the Pistons for the third consecutive season.', 'What year did the Bulls lose to the Pistons for the third consecutive season?', '1990', ""Who was the Chicago Bulls' coach in 1990?"", 'Phil Jackson']",14
why did Gregory House have to fake his death on the show House,Gregory House does this in order to avoid being sent back to prison for destroying an MRI machine in a prank gone wrong.,10180,5,"['what episode of house does wilson get cancer', 'James Wilson was diagnosed with stage II thymoma in the Season 8 episode Body and Soul.', 'did James Wilson die from his cancer on the show House', 'James Wilson was given six months to live.', 'is James Wilson still alive in the series finale of House', ""In the series finale, at House's funeral, James Wilson gives an honest description of House as opposed to everyone's kind words."", 'how did Gregory House die on the show House', 'Gregory House fakes his own death in the series finale in order to spend time with James Wilson, who has five months to live.']",13
how many articles are in the constitution,The Constitution outlines the structure of America’s federal government. It guarantees the states and people certain rights. The text of the Constitution is contained within seven Articles and 27 Amendments.,7666,3,"['Why is the first article of the constitution important', 'Article I vests all legislative powers in the Congress—the House of Representatives and the Senate. The Great Compromise stipulated that representation in the House would be based on population.', 'what about the second article of the constituion why is it important', 'It ensures civilian superintendence over the military—and, as such, the subordination of the military to civilian (and democratically accountable) control.']",7
Where did Richard Rogers go to school ?,"Richard Rogers attended the Architectural Association School of Architecture in London, gaining the Architectural Association's Diploma and graduated with a master's degree (M Arch) from the Yale School of Architecture",6357,5,"['What year was Richard Rogers in Paris ?', 'Richard Rogers worked on the Pompidou Centre and IRCASM in Paris, France from 1971 to 1977.', 'What year was Richard Rogers born?', 'Richard Rogers was born in 1933', 'What was the name of the building Richard Rogers designed in Paris ?', 'Richard Rogers is perhaps best known for his work on the Pompidou Centre in Paris', 'What year did Richard Rogers receive a Gold Medal ?', 'Richard Rogers was awarded the RIBA Royal Gold Medal in 1985.']",8
